,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE,ECHEANCE,INCOME_CREDIT_PERC,DAYS_EMPLOYED_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,PREVIOUS_LOANS_COUNT,PREV_BUR_MEAN_DAYS_CREDIT,PREV_BUR_MEAN_CREDIT_DAY_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_ENDDATE,PREV_BUR_MEAN_DAYS_ENDDATE_FACT,PREV_BUR_MEAN_AMT_CREDIT_MAX_OVERDUE,PREV_BUR_MEAN_CNT_CREDIT_PROLONG,PREV_BUR_MEAN_AMT_CREDIT_SUM,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,PREV_BUR_MEAN_AMT_CREDIT_SUM_LIMIT,PREV_BUR_MEAN_AMT_CREDIT_SUM_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_UPDATE,PREV_BUR_MEAN_AMT_ANNUITY,PREV_BUR_MEAN_MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,PREV_APPL_MEAN_AMT_ANNUITY,PREV_APPL_MEAN_AMT_APPLICATION,PREV_APPL_MEAN_AMT_CREDIT,PREV_APPL_MEAN_AMT_DOWN_PAYMENT,PREV_APPL_MEAN_AMT_GOODS_PRICE,PREV_APPL_MEAN_HOUR_APPR_PROCESS_START,PREV_APPL_MEAN_NFLAG_LAST_APPL_IN_DAY,PREV_APPL_MEAN_RATE_DOWN_PAYMENT,PREV_APPL_MEAN_RATE_INTEREST_PRIMARY,PREV_APPL_MEAN_RATE_INTEREST_PRIVILEGED,PREV_APPL_MEAN_DAYS_DECISION,PREV_APPL_MEAN_SELLERPLACE_AREA,PREV_APPL_MEAN_CNT_PAYMENT,PREV_APPL_MEAN_DAYS_FIRST_DRAWING,PREV_APPL_MEAN_DAYS_FIRST_DUE,PREV_APPL_MEAN_DAYS_LAST_DUE_1ST_VERSION,PREV_APPL_MEAN_DAYS_LAST_DUE,PREV_APPL_MEAN_DAYS_TERMINATION,PREV_APPL_MEAN_NFLAG_INSURED_ON_APPROVAL,PREV_APPL_MEAN_CARD_MEAN_MONTHS_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_CREDIT_LIMIT_ACTUAL,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_INST_MIN_REGULARITY,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_TOTAL_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_RECEIVABLE_PRINCIPAL,PREV_APPL_MEAN_CARD_MEAN_AMT_RECIVABLE,PREV_APPL_MEAN_CARD_MEAN_AMT_TOTAL_RECEIVABLE,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_INSTALMENT_MATURE_CUM,PREV_APPL_MEAN_CARD_MEAN_SK_DPD,PREV_APPL_MEAN_CARD_MEAN_SK_DPD_DEF,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,PREV_APPL_MEAN_POS_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_POS_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_POS_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_POS_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_POS_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_POS_MEAN_AMT_PAYMENT
271036,414200,0.0,Cash loans,F,N,Y,0,135000.0,497520.0,28692.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.00496,-21030,-11190.0,-118.0,-3338,,1,1,0,1,0,0,Managers,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,Medicine,0.8919491421460781,0.7046611722979466,0.7476633896301825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1136.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,57.61643835616438,17.340025094102884,0.2713458755426917,0.5320970042796006,135000.0,0.2125333333333333,0.05767004341534,4.0,-649.0,0.0,-149.75,-529.5,0.0,0.0,171689.625,54109.125,0.0,0.0,-278.0,,,1.0,26411.22,269127.0,140764.5,135000.0,269127.0,11.0,1.0,0.5331624365256322,,,-1136.0,426.0,6.0,365243.0,-1099.0,-949.0,-979.0,-970.0,0.0,,,,,,,,,,,,,,,,,,,,,1.2,3.0,-1039.0,-1059.0,31494.96,31494.96,1.2,3.0,-1039.0,-1059.0,31494.96,31494.96
271186,414388,0.0,Cash loans,M,Y,N,1,157500.0,755190.0,36328.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.016612,-12911,-4149.0,-6842.0,-4142,8.0,1,1,0,1,1,0,Laborers,3.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Construction,,0.5135728499245829,0.6894791426446275,0.1856,0.1077,0.9871,0.762,0.0305,0.2,0.1724,0.3333,0.375,0.093,0.1513,0.1917,0.0,0.0011,0.1891,0.1118,0.9871,0.7713,0.0308,0.2014,0.1724,0.3333,0.375,0.0951,0.1653,0.1997,0.0,0.0012,0.1874,0.1077,0.9871,0.7652,0.0307,0.2,0.1724,0.3333,0.375,0.0946,0.1539,0.1952,0.0,0.0011,reg oper account,block of flats,0.1677,Panel,No,0.0,0.0,0.0,0.0,-1962.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,35.37260273972603,20.78781122259383,0.2085567870337266,0.3213538842847184,52500.0,0.2306571428571428,0.048105112620665,4.0,-1753.25,0.0,-1132.25,-1789.6666666666667,5056.785,0.0,363386.37375,0.0,0.0,0.0,-1145.0,,,7.0,14872.365,131767.7142857143,134674.7142857143,3935.25,153729.0,13.0,1.0,0.1000615810180856,,,-1642.857142857143,637.0,9.0,365243.0,59183.0,59428.0,59308.0,59319.0,0.3333333333333333,-18.0,0.0,131896.55172413794,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,1.3166666666666669,3.581818181818182,-1951.5454545454545,-1959.7651515151515,123318.8695909091,123225.70731818184,1.3166666666666669,3.581818181818182,-1951.5454545454545,-1959.7651515151515,123318.8695909091,123225.70731818184
271371,414602,1.0,Cash loans,F,N,Y,0,135000.0,697500.0,26694.0,697500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.026392,-19815,-1932.0,-11072.0,-3365,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,School,,0.4868133230903791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,1.0,-1022.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54.28767123287671,26.129467296021577,0.1935483870967742,0.0975018925056775,67500.0,0.1977333333333333,0.0382709677419354,1.0,-949.0,0.0,,,,0.0,900000.0,529213.5,,0.0,-16.0,,,1.0,3984.75,40495.5,40495.5,0.0,40495.5,13.0,1.0,0.0,,,-1022.0,200.0,12.0,365243.0,-988.0,-658.0,-658.0,-653.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,6.5,-823.0,-834.5833333333334,3978.39,3978.39,1.0,6.5,-823.0,-834.5833333333334,3978.39,3978.39
271396,414628,0.0,Cash loans,F,N,N,0,162000.0,263686.5,13522.5,238500.0,,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010147,-23960,,-5080.0,-4189,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.6028647435159402,0.4902575124990026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,65.64383561643835,19.49983361064892,0.6143659231701282,,162000.0,0.0834722222222222,0.0512824888646176,7.0,-209.28571428571428,0.0,1404.571428571429,-283.0,0.0,0.0,158785.7142857143,111228.67285714284,13070.714999999998,0.0,-43.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271464,414709,0.0,Revolving loans,F,N,Y,0,90000.0,247500.0,12375.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.026392,-23355,,-14791.0,-4155,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,,,0.4614823912998385,0.1485,,0.9791,,,0.16,0.1379,0.3333,,0.1105,,0.1392,,,0.1513,,0.9791,,,0.1611,0.1379,0.3333,,0.113,,0.145,,,0.1499,,0.9791,,,0.16,0.1379,0.3333,,0.1124,,0.1417,,,,block of flats,0.123,Panel,No,0.0,0.0,0.0,0.0,-470.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,63.98630136986301,20.0,0.3636363636363636,,90000.0,0.1375,0.05,9.0,-720.2222222222222,0.0,-307.22222222222223,-1408.6666666666667,0.0,0.0,90170.12,34926.0,0.0,0.0,-340.77777777777777,,,11.0,12853.959545454543,61363.63636363636,63388.63636363636,,61363.63636363636,13.636363636363637,1.0,,,,-364.27272727272725,-1.0,6.0,365243.0,-361.5,-211.5,-226.5,-216.5,1.0,,,,,,,,,,,,,,,,,,,,,1.1,3.25,-294.0,-302.8833333333333,12672.312,12672.312,1.1,3.25,-294.0,-302.8833333333333,12672.312,12672.312
271519,414773,0.0,Cash loans,F,N,N,1,180000.0,432661.5,23598.0,373500.0,Unaccompanied,Working,Incomplete higher,Married,With parents,0.010032,-9911,-2665.0,-630.0,-1115,,1,1,0,1,0,0,,3.0,2,2,THURSDAY,4,0,0,0,0,1,1,Transport: type 4,0.1476073615254445,0.6236120680064416,0.4650692149562261,0.101,0.114,0.9771,0.6872,,0.0,0.2069,0.1667,0.0417,,,0.0861,,,0.1029,0.1183,0.9772,0.6994,,0.0,0.2069,0.1667,0.0417,,,0.0897,,,0.102,0.114,0.9771,0.6914,,0.0,0.2069,0.1667,0.0417,,,0.0876,,,reg oper account,block of flats,0.0677,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.153424657534245,18.33466819221968,0.4160296213090372,0.2688931490263344,60000.0,0.1311,0.0545414833536147,3.0,-885.3333333333334,0.0,3626.0,,7568.122499999999,0.0,348000.0,131218.47,38696.55,0.0,-10.666666666666666,9720.0,-14.666666666666666,2.0,9490.32,32580.0,32346.0,5400.0,65160.0,4.5,1.0,0.083905308866788,,,-1237.0,24.5,10.0,365243.0,-2211.0,-1941.0,-1941.0,-1383.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,5.909090909090909,-2063.7272727272725,-2019.1818181818185,9489.739090909092,8627.273181818182,1.0,5.909090909090909,-2063.7272727272725,-2019.1818181818185,9489.739090909092,8627.273181818182
271524,414778,0.0,Cash loans,M,Y,N,1,315000.0,1288350.0,41692.5,1125000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.022625,-14310,-2375.0,-7388.0,-4483,6.0,1,1,0,1,1,0,Managers,3.0,2,2,MONDAY,18,0,0,0,0,0,0,Transport: type 4,,0.5360371988846927,0.3457848024695955,0.132,0.11,0.9816,0.7484,0.0363,0.16,0.1379,0.3333,0.375,0.128,0.1076,0.1329,,0.087,0.1345,0.1142,0.9816,0.7583,0.0366,0.1611,0.1379,0.3333,0.375,0.1309,0.1175,0.1384,,0.0921,0.1332,0.11,0.9816,0.7518,0.0365,0.16,0.1379,0.3333,0.375,0.1302,0.1095,0.1353,,0.0889,reg oper account,block of flats,0.1433,Panel,No,0.0,0.0,0.0,0.0,-1819.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.2054794520548,30.90124123043713,0.2444987775061124,0.1659678546470999,105000.0,0.1323571428571428,0.0323611596227733,6.0,-1062.0,0.0,6112.0,-830.6666666666666,3663.135,0.0,1507950.765,1044132.3075,0.0,0.0,-430.8333333333333,,,1.0,5825.52,30375.0,28570.5,3150.0,30375.0,14.0,1.0,0.1081520267220366,,,-2140.0,51.0,6.0,365243.0,-2103.0,-1953.0,-1953.0,-1947.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.5,-2028.0,-2035.6666666666667,5823.5025,5823.5025,1.0,3.5,-2028.0,-2035.6666666666667,5823.5025,5823.5025
271562,414821,0.0,Cash loans,F,Y,Y,1,247500.0,531706.5,29817.0,459000.0,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.006629,-14316,-592.0,-1322.0,-967,21.0,1,1,0,1,0,0,Core staff,3.0,2,2,TUESDAY,4,0,0,0,0,0,0,School,,0.1330618459843734,0.6092756673894402,0.0825,0.0,0.9826,0.762,0.0515,0.0,0.1034,0.1667,0.0417,0.0088,0.0672,0.0358,0.0,0.1299,0.084,0.0,0.9826,0.7713,0.052,0.0,0.1034,0.1667,0.0417,0.009,0.0735,0.0373,0.0,0.1375,0.0833,0.0,0.9826,0.7652,0.0519,0.0,0.1034,0.1667,0.0417,0.009,0.0684,0.0365,0.0,0.1326,reg oper account,block of flats,0.0564,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,39.221917808219175,17.83232719589496,0.4654823666816185,0.0413523330539256,82500.0,0.1204727272727272,0.0560779302114982,2.0,-1107.5,0.0,-741.5,-741.5,3324.6225,0.0,181631.25,0.0,0.0,0.0,-741.0,,,8.0,25938.37125,374629.5,393849.5625,15757.875,374629.5,6.75,1.0,0.18006462655156,,,-986.75,40.5,11.75,365243.0,-1016.7142857142856,-643.8571428571429,51453.28571428572,51457.857142857145,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,1.010989010989011,6.835164835164835,-872.9120879120879,-885.7511446886447,23186.302726648348,22935.186902472524,1.010989010989011,6.835164835164835,-872.9120879120879,-885.7511446886447,23186.302726648348,22935.186902472524
271624,414890,0.0,Cash loans,M,Y,N,0,225000.0,454500.0,47727.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.01885,-12859,-4563.0,-6478.0,-4315,8.0,1,1,0,1,1,0,Managers,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.8208156640021671,0.6823058469361689,0.722392890081304,0.2773,0.1876,0.9767,,,0.2,0.1724,0.3333,,,,,,0.108,0.2826,0.1947,0.9767,,,0.2014,0.1724,0.3333,,,,,,0.1144,0.28,0.1876,0.9767,,,0.2,0.1724,0.3333,,,,,,0.1103,,block of flats,0.2126,,No,9.0,0.0,9.0,0.0,-2754.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,35.23013698630137,9.522911559494624,0.495049504950495,0.354848744070301,112500.0,0.21212,0.105009900990099,8.0,-2229.5,0.0,-1913.75,-1589.625,,0.0,130480.3125,0.0,0.0,0.0,-944.75,2250.0,-43.3125,3.0,16939.62,150000.0,164488.5,,150000.0,12.0,1.0,,,,-1129.0,-1.0,6.0,365243.0,120953.0,121113.0,121003.0,121006.33333333331,0.6666666666666666,-16.0,0.0,132096.7741935484,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,2.0,2.25,-1154.5,-1196.3333333333337,96380.51625,96380.51625,2.0,2.25,-1154.5,-1196.3333333333337,96380.51625,96380.51625
271646,414916,0.0,Cash loans,F,Y,Y,0,112500.0,808650.0,26086.5,675000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006852,-17664,-327.0,-11383.0,-1182,22.0,1,1,0,1,0,0,,2.0,3,3,SUNDAY,7,0,0,0,1,1,0,Trade: type 7,,0.2044709223011102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,48.394520547945206,30.99879247886838,0.139120756816917,0.0185122282608695,56250.0,0.23188,0.0322593210907067,4.0,-406.75,0.0,803.0,-266.5,,0.0,391196.25,,,0.0,-153.0,,,4.0,5308.81875,24978.375,68268.375,3001.5,33304.5,7.75,1.0,0.0991299683139554,,,-2513.5,71.0,7.0,181344.5,-2647.0,181339.5,181324.5,181330.0,0.0,-42.5,57398.59982142857,160714.2857142857,2142.8571428571427,2142.8571428571427,0.0,0.0,4129.202168674699,4953.527142857143,4635.053571428572,54913.66767857143,57337.27982142857,57337.27982142857,0.0476190476190476,0.0476190476190476,0.0,0.0,31.09638554216868,0.0,0.0,1.0714285714285714,24.5,-1979.938202247191,-1990.0690208667736,5865.9844261637245,5865.9844261637245,1.0714285714285714,24.5,-1979.938202247191,-1990.0690208667736,5865.9844261637245,5865.9844261637245
271752,415036,1.0,Cash loans,M,N,Y,0,157500.0,1078200.0,31522.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-19888,-4211.0,-8443.0,-2572,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,3,0,0,0,0,0,0,Business Entity Type 3,,0.1494662754605254,0.5709165417729987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2278.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,54.48767123287672,34.204139900071375,0.1460767946577629,0.2117357200321802,78750.0,0.2001428571428571,0.0292362270450751,6.0,-1444.1666666666667,0.0,-726.8,-1202.5,5497.875,0.0,233248.69500000004,7071.0,1906.305,0.0,-806.8333333333334,,,6.0,5064.037499999999,62427.0,68461.5,1752.3,62427.0,10.333333333333334,1.0,0.0638504216931343,,,-1991.3333333333333,501.0,16.0,365243.0,-1507.0,-847.0,-1147.0,-1143.5,0.5,,,,,,,,,,,,,,,,,,,,,1.4705882352941178,7.117647058823529,-1323.470588235294,-1341.0588235294117,13152.339264705884,14100.843970588236,1.4705882352941178,7.117647058823529,-1323.470588235294,-1341.0588235294117,13152.339264705884,14100.843970588236
271798,415129,1.0,Cash loans,F,N,Y,1,112500.0,646920.0,23895.0,540000.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.020246,-16076,-553.0,-7633.0,-4088,,1,1,0,1,0,0,Sales staff,3.0,3,3,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.1061647682304986,0.6642482627052363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-201.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,44.04383561643836,27.073446327683616,0.1739009460211463,0.0343991042547897,37500.0,0.2124,0.0369365609348914,7.0,-894.5714285714286,0.0,-516.6666666666666,-790.25,1170.0,0.0,207279.64285714287,79048.8,0.0,0.0,-286.2857142857143,,,1.0,10431.855,104310.0,93879.0,10431.0,104310.0,7.0,1.0,0.1089090909090909,,,-201.0,200.0,10.0,365243.0,-163.0,107.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.5,-88.0,-101.83333333333331,10431.855,10431.855,1.0,3.5,-88.0,-101.83333333333331,10431.855,10431.855
271884,415218,0.0,Cash loans,F,N,Y,1,103500.0,862560.0,25348.5,720000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-12378,-2202.0,-2624.0,-4016,,1,1,1,1,0,0,Sales staff,3.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Trade: type 7,0.7160642606178836,0.5819855598018905,0.6832688314232291,0.0371,,0.9876,,,,0.1034,0.0833,,,,,,,0.0378,,0.9876,,,,0.1034,0.0833,,,,,,,0.0375,,0.9876,,,,0.1034,0.0833,,,,,,,,block of flats,0.0299,"Stone, brick",No,1.0,1.0,1.0,1.0,-1882.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,33.912328767123284,34.02804899698207,0.1199916527545909,0.1778962675714978,34500.0,0.2449130434782608,0.0293875208681135,3.0,-1712.6666666666667,0.0,-1469.3333333333333,-1439.6666666666667,0.0,0.0,74985.0,0.0,0.0,0.0,-1438.0,,,5.0,11734.092,75914.1,71190.0,9275.625,75914.1,13.2,1.0,0.1524933392774682,,,-1256.2,74.6,4.0,365243.0,71851.6,71947.6,145002.8,145009.0,0.2,-3.5,0.0,135000.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,1.0,2.9642857142857144,-1437.3214285714284,-1444.3988095238094,12980.800607142855,11994.171107142858,1.0,2.9642857142857144,-1437.3214285714284,-1444.3988095238094,12980.800607142855,11994.171107142858
271938,415272,0.0,Cash loans,F,N,Y,1,765000.0,848745.0,46174.5,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-17185,-688.0,-3237.0,-742,,1,1,0,1,0,1,Core staff,3.0,1,1,MONDAY,19,0,0,0,0,0,0,Construction,0.7223069342822386,0.7446238077132789,0.3807996826489149,0.2155,0.0846,0.9891,0.8504,0.444,0.2932,0.1262,0.5138,0.5417,0.0286,0.1681,0.1989,0.0347,0.0696,0.0861,0.02,0.9767,0.6929,0.1576,0.0806,0.0345,0.5417,0.5,0.0159,0.0735,0.0723,0.0078,0.0448,0.1655,0.0841,0.995,0.9329,0.4468,0.24,0.1034,0.5417,0.5417,0.0291,0.1334,0.1777,0.0116,0.0743,reg oper account,block of flats,0.2979,Block,No,0.0,0.0,0.0,0.0,-479.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,47.08219178082192,18.38124939089757,0.9013307883993426,0.0400349141693337,255000.0,0.0603588235294117,0.0544032659986215,5.0,-698.8,0.0,1508.6666666666667,-297.0,0.0,0.0,3349800.0,456267.0,,0.0,-71.2,75054.6,-11.3,6.0,21276.99,165000.0,167475.0,,330000.0,18.5,1.0,,,,-390.5,-1.0,4.0,365243.0,-449.0,-119.0,-209.0,-204.0,1.0,,,,,,,,,,,,,,,,,,,,,3.75,4.833333333333333,-334.0,-338.25,26635.788750000003,30755.081250000003,3.75,4.833333333333333,-334.0,-338.25,26635.788750000003,30755.081250000003
